Node 1	Node 2	interaction_type	pathways	
hsa:6715 hsa:6716 hsa:79644	hsa:1646 hsa:8644	compound irreversible	hsa00140	
hsa:1584 hsa:1585	hsa:1588	compound irreversible	hsa00140	
hsa:1584 hsa:1585	hsa:6715 hsa:6716 hsa:79644	compound irreversible	hsa00140	
hsa:1584 hsa:1585	hsa:6715 hsa:6716 hsa:79644	compound irreversible	hsa00140	
hsa:1584 hsa:1585	hsa:6715 hsa:6716 hsa:79644	compound irreversible	hsa00140	
hsa:3283 hsa:3284	hsa:1584 hsa:1585	compound irreversible	hsa00140	
hsa:3283 hsa:3284	hsa:1584 hsa:1585	compound irreversible	hsa00140	
hsa:3283 hsa:3284	hsa:1584 hsa:1585	compound irreversible	hsa00140	
hsa:3283 hsa:3284	hsa:1584 hsa:1585	compound irreversible	hsa00140	
hsa:1584 hsa:1585	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:1584 hsa:1585	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:1584 hsa:1585	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:1584 hsa:1585	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:1584 hsa:1585	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:1584 hsa:1585	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:1584 hsa:1585	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:1584 hsa:1585	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:1584 hsa:1585	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:1584 hsa:1585	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:1584 hsa:1585	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:1584 hsa:1585	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:3479 hsa:3630	hsa:3480	activation	hsa04213	
hsa:1571	hsa:246 hsa:247	compound irreversible	hsa00590	
hsa:1555 hsa:1559 hsa:1573	hsa:246 hsa:247	compound irreversible	hsa00590	
hsa:1555 hsa:1573	hsa:246 hsa:247	compound irreversible	hsa00590	
hsa:1555 hsa:1558 hsa:1559 hsa:1573	hsa:246 hsa:247	compound irreversible	hsa00590	
hsa:1555 hsa:1558 hsa:1559 hsa:1573	hsa:246 hsa:247	compound irreversible	hsa00590	
hsa:246 hsa:247	hsa:5742 hsa:5743	compound irreversible	hsa00590	
hsa:1557	hsa:246 hsa:247	compound irreversible	hsa00590	
hsa:3791	hsa:6714	activation	hsa04370	
hsa:6714	hsa:2099 hsa:2100	activation phosphorylation	hsa01522	
hsa:6714	hsa:2099 hsa:2100	activation phosphorylation	hsa01522	
hsa:2099 hsa:2100	hsa:6714	activation	hsa04915	
hsa:6714	hsa:7442	activation phosphorylation	hsa04750	
hsa:4790 hsa:5970	hsa:6347	activation	hsa04621	
hsa:3725	hsa:6347	activation	hsa04621	
hsa:10 hsa:9	hsa:1544	compound irreversible	hsa00232	
hsa:1544	hsa:10 hsa:9	compound irreversible	hsa00232	
hsa:1544	hsa:10 hsa:9	compound irreversible	hsa00232	
hsa:1066	hsa:10 hsa:9	compound irreversible	hsa00983	
hsa:1066	hsa:10 hsa:9	compound irreversible	hsa00983	
hsa:10 hsa:9	hsa:1066	compound irreversible	hsa00983	
hsa:10 hsa:9	hsa:1066	compound irreversible	hsa00983	
hsa:10 hsa:9	hsa:1066	compound irreversible	hsa00983	
hsa:4353	hsa:10 hsa:9	compound irreversible	hsa00983	
hsa:10 hsa:9	hsa:1571	compound irreversible	hsa00983	
hsa:10 hsa:9	hsa:1571	compound irreversible	hsa00983	
hsa:1548	hsa:10 hsa:9	compound irreversible	hsa00232	
hsa:10 hsa:9	hsa:7498	compound irreversible	hsa00232	
hsa:2902 hsa:2903 hsa:2904 hsa:2905 hsa:2906	hsa:4842	compound irreversible	hsa04713	
hsa:2902 hsa:2903 hsa:2904 hsa:2905 hsa:2906	hsa:4842	compound irreversible	hsa04713	
hsa:1555	hsa:1576	compound irreversible	hsa00982	
hsa:1576	hsa:1555	compound irreversible	hsa00982	
hsa:1555	hsa:1576	compound irreversible	hsa00982	
hsa:1576	hsa:1555	compound irreversible	hsa00982	
hsa:1555	hsa:1576	compound irreversible	hsa00982	
hsa:1555	hsa:6822	compound irreversible	hsa00980	
hsa:1555	hsa:1548	compound irreversible	hsa00982	
hsa:1555	hsa:1558	compound irreversible	hsa00982	
hsa:1577	hsa:1555	compound irreversible	hsa00982	
hsa:1545	hsa:1555	compound irreversible	hsa00980	
hsa:1555	hsa:1557 hsa:1559	compound irreversible	hsa00982	
hsa:10193 hsa:11059 hsa:23327 hsa:23624 hsa:4193 hsa:4734 hsa:57154 hsa:64750 hsa:7189 hsa:83737 hsa:867 hsa:868	hsa:1956 hsa:2261 hsa:2263 hsa:2264 hsa:3480 hsa:5156	ubiquitination	hsa04144	
hsa:5290 hsa:5291 hsa:5293 hsa:5294	hsa:3633 hsa:4952 hsa:56623 hsa:8867 hsa:8871	compound irreversible	hsa00562	
hsa:5468&hsa:6256 hsa:6257 hsa:6258	hsa:126129 hsa:1374 hsa:1375	expression	hsa03320	
hsa:10891&hsa:5465	hsa:126129 hsa:1374 hsa:1375	expression	hsa04922	
hsa:1109	hsa:10720 hsa:10941 hsa:54490 hsa:54575 hsa:54576 hsa:54577 hsa:54578 hsa:54579 hsa:54600 hsa:54657 hsa:54658 hsa:54659 hsa:574537 hsa:7363 hsa:7364 hsa:7365 hsa:7366 hsa:7367 hsa:79799	compound irreversible	hsa00140	
hsa:1109	hsa:10720 hsa:10941 hsa:54490 hsa:54575 hsa:54576 hsa:54577 hsa:54578 hsa:54579 hsa:54600 hsa:54657 hsa:54658 hsa:54659 hsa:574537 hsa:7363 hsa:7364 hsa:7365 hsa:7366 hsa:7367 hsa:79799	compound irreversible	hsa00140	
hsa:6715 hsa:6716 hsa:79644	hsa:1109	compound irreversible	hsa00140	
hsa:6715 hsa:6716 hsa:79644	hsa:1109	compound irreversible	hsa00140	
hsa:2335	hsa:3685&hsa:3690	activation	hsa04512	
hsa:1950 hsa:3479 hsa:3630	hsa:1956 hsa:2064 hsa:3480 hsa:3643	activation	hsa04066	
hsa:10681 hsa:2770 hsa:2771 hsa:2773 hsa:2775 hsa:2782 hsa:2783 hsa:2784 hsa:2785 hsa:2786 hsa:2787 hsa:2788 hsa:2790 hsa:2791 hsa:2792 hsa:2793 hsa:51764 hsa:54331 hsa:55970 hsa:59345 hsa:94235	hsa:773	inhibition	hsa04724	
hsa:6261	hsa:773	compound irreversible	hsa04730	
hsa:2099 hsa:2100	hsa:2353 hsa:3725 hsa:6667	binding/association	hsa04915	
hsa:119391 hsa:221357 hsa:27306 hsa:2938 hsa:2939 hsa:2940 hsa:2941 hsa:2944 hsa:2946 hsa:2947 hsa:2948 hsa:2949 hsa:2950 hsa:2952 hsa:2953 hsa:373156 hsa:4257 hsa:4258 hsa:4259 hsa:653689 hsa:9446	hsa:218 hsa:220 hsa:221 hsa:222	compound irreversible	hsa00982	
hsa:1571	hsa:119391 hsa:221357 hsa:27306 hsa:2938 hsa:2939 hsa:2940 hsa:2941 hsa:2944 hsa:2946 hsa:2947 hsa:2948 hsa:2949 hsa:2950 hsa:2952 hsa:2953 hsa:373156 hsa:4257 hsa:4258 hsa:4259 hsa:653689 hsa:9446	compound irreversible	hsa00980	
hsa:1571	hsa:119391 hsa:221357 hsa:27306 hsa:2938 hsa:2939 hsa:2940 hsa:2941 hsa:2944 hsa:2946 hsa:2947 hsa:2948 hsa:2949 hsa:2950 hsa:2952 hsa:2953 hsa:373156 hsa:4257 hsa:4258 hsa:4259 hsa:653689 hsa:9446	compound irreversible	hsa00980	
hsa:1571	hsa:119391 hsa:221357 hsa:27306 hsa:2938 hsa:2939 hsa:2940 hsa:2941 hsa:2944 hsa:2946 hsa:2947 hsa:2948 hsa:2949 hsa:2950 hsa:2952 hsa:2953 hsa:373156 hsa:4257 hsa:4258 hsa:4259 hsa:653689 hsa:9446	compound irreversible	hsa00980	
hsa:119391 hsa:221357 hsa:27306 hsa:2938 hsa:2939 hsa:2940 hsa:2941 hsa:2944 hsa:2946 hsa:2947 hsa:2948 hsa:2949 hsa:2950 hsa:2952 hsa:2953 hsa:373156 hsa:4257 hsa:4258 hsa:4259 hsa:653689 hsa:9446	hsa:1571	compound irreversible	hsa00980	
hsa:1571	hsa:119391 hsa:221357 hsa:27306 hsa:2938 hsa:2939 hsa:2940 hsa:2941 hsa:2944 hsa:2946 hsa:2947 hsa:2948 hsa:2949 hsa:2950 hsa:2952 hsa:2953 hsa:373156 hsa:4257 hsa:4258 hsa:4259 hsa:653689 hsa:9446	compound irreversible	hsa00980	
hsa:1571	hsa:119391 hsa:221357 hsa:27306 hsa:2938 hsa:2939 hsa:2940 hsa:2941 hsa:2944 hsa:2946 hsa:2947 hsa:2948 hsa:2949 hsa:2950 hsa:2952 hsa:2953 hsa:373156 hsa:4257 hsa:4258 hsa:4259 hsa:653689 hsa:9446	compound irreversible	hsa00980	
hsa:1571	hsa:119391 hsa:221357 hsa:27306 hsa:2938 hsa:2939 hsa:2940 hsa:2941 hsa:2944 hsa:2946 hsa:2947 hsa:2948 hsa:2949 hsa:2950 hsa:2952 hsa:2953 hsa:373156 hsa:4257 hsa:4258 hsa:4259 hsa:653689 hsa:9446	compound irreversible	hsa00980	
hsa:1571	hsa:119391 hsa:221357 hsa:27306 hsa:2938 hsa:2939 hsa:2940 hsa:2941 hsa:2944 hsa:2946 hsa:2947 hsa:2948 hsa:2949 hsa:2950 hsa:2952 hsa:2953 hsa:373156 hsa:4257 hsa:4258 hsa:4259 hsa:653689 hsa:9446	compound irreversible	hsa00980	
hsa:1571	hsa:119391 hsa:221357 hsa:27306 hsa:2938 hsa:2939 hsa:2940 hsa:2941 hsa:2944 hsa:2946 hsa:2947 hsa:2948 hsa:2949 hsa:2950 hsa:2952 hsa:2953 hsa:373156 hsa:4257 hsa:4258 hsa:4259 hsa:653689 hsa:9446	compound irreversible	hsa00980	
hsa:119391 hsa:221357 hsa:27306 hsa:2938 hsa:2939 hsa:2940 hsa:2941 hsa:2944 hsa:2946 hsa:2947 hsa:2948 hsa:2949 hsa:2950 hsa:2952 hsa:2953 hsa:373156 hsa:4257 hsa:4258 hsa:4259 hsa:653689 hsa:9446	hsa:1571	compound irreversible	hsa00980	
hsa:119391 hsa:221357 hsa:27306 hsa:2938 hsa:2939 hsa:2940 hsa:2941 hsa:2944 hsa:2946 hsa:2947 hsa:2948 hsa:2949 hsa:2950 hsa:2952 hsa:2953 hsa:373156 hsa:4257 hsa:4258 hsa:4259 hsa:653689 hsa:9446	hsa:1571	compound irreversible	hsa00980	
hsa:1548 hsa:1555 hsa:1571 hsa:1572 hsa:29785	hsa:119391 hsa:221357 hsa:27306 hsa:2938 hsa:2939 hsa:2940 hsa:2941 hsa:2944 hsa:2946 hsa:2947 hsa:2948 hsa:2949 hsa:2950 hsa:2952 hsa:2953 hsa:373156 hsa:4257 hsa:4258 hsa:4259 hsa:653689 hsa:9446	compound irreversible	hsa00980	
hsa:1548 hsa:1555 hsa:1571 hsa:1572 hsa:29785	hsa:119391 hsa:221357 hsa:27306 hsa:2938 hsa:2939 hsa:2940 hsa:2941 hsa:2944 hsa:2946 hsa:2947 hsa:2948 hsa:2949 hsa:2950 hsa:2952 hsa:2953 hsa:373156 hsa:4257 hsa:4258 hsa:4259 hsa:653689 hsa:9446	compound irreversible	hsa00980	
hsa:1543	hsa:119391 hsa:221357 hsa:27306 hsa:2938 hsa:2939 hsa:2940 hsa:2941 hsa:2944 hsa:2946 hsa:2947 hsa:2948 hsa:2949 hsa:2950 hsa:2952 hsa:2953 hsa:373156 hsa:4257 hsa:4258 hsa:4259 hsa:653689 hsa:9446	compound irreversible	hsa00980	
hsa:1543	hsa:119391 hsa:221357 hsa:27306 hsa:2938 hsa:2939 hsa:2940 hsa:2941 hsa:2944 hsa:2946 hsa:2947 hsa:2948 hsa:2949 hsa:2950 hsa:2952 hsa:2953 hsa:373156 hsa:4257 hsa:4258 hsa:4259 hsa:653689 hsa:9446	compound irreversible	hsa00980	
hsa:119391 hsa:221357 hsa:27306 hsa:2938 hsa:2939 hsa:2940 hsa:2941 hsa:2944 hsa:2946 hsa:2947 hsa:2948 hsa:2949 hsa:2950 hsa:2952 hsa:2953 hsa:373156 hsa:4257 hsa:4258 hsa:4259 hsa:653689 hsa:9446	hsa:51060	compound irreversible	hsa00480	
hsa:2937	hsa:119391 hsa:221357 hsa:27306 hsa:2938 hsa:2939 hsa:2940 hsa:2941 hsa:2944 hsa:2946 hsa:2947 hsa:2948 hsa:2949 hsa:2950 hsa:2952 hsa:2953 hsa:373156 hsa:4257 hsa:4258 hsa:4259 hsa:653689 hsa:9446	compound irreversible	hsa00480	
hsa:124975 hsa:2678 hsa:2686 hsa:2687	hsa:119391 hsa:221357 hsa:27306 hsa:2938 hsa:2939 hsa:2940 hsa:2941 hsa:2944 hsa:2946 hsa:2947 hsa:2948 hsa:2949 hsa:2950 hsa:2952 hsa:2953 hsa:373156 hsa:4257 hsa:4258 hsa:4259 hsa:653689 hsa:9446	compound irreversible	hsa00480	
hsa:124975 hsa:2678 hsa:2686 hsa:2687	hsa:119391 hsa:221357 hsa:27306 hsa:2938 hsa:2939 hsa:2940 hsa:2941 hsa:2944 hsa:2946 hsa:2947 hsa:2948 hsa:2949 hsa:2950 hsa:2952 hsa:2953 hsa:373156 hsa:4257 hsa:4258 hsa:4259 hsa:653689 hsa:9446	compound irreversible	hsa00480	
hsa:119391 hsa:221357 hsa:27306 hsa:2938 hsa:2939 hsa:2940 hsa:2941 hsa:2944 hsa:2946 hsa:2947 hsa:2948 hsa:2949 hsa:2950 hsa:2952 hsa:2953 hsa:373156 hsa:4257 hsa:4258 hsa:4259 hsa:653689 hsa:9446	hsa:124975 hsa:2678 hsa:2686 hsa:2687	compound irreversible	hsa00480	
hsa:119391 hsa:221357 hsa:27306 hsa:2938 hsa:2939 hsa:2940 hsa:2941 hsa:2944 hsa:2946 hsa:2947 hsa:2948 hsa:2949 hsa:2950 hsa:2952 hsa:2953 hsa:373156 hsa:4257 hsa:4258 hsa:4259 hsa:653689 hsa:9446	hsa:2879	compound irreversible	hsa00480	
hsa:1544	hsa:119391 hsa:221357 hsa:27306 hsa:2938 hsa:2939 hsa:2940 hsa:2941 hsa:2944 hsa:2946 hsa:2947 hsa:2948 hsa:2949 hsa:2950 hsa:2952 hsa:2953 hsa:373156 hsa:4257 hsa:4258 hsa:4259 hsa:653689 hsa:9446	compound irreversible	hsa00980	
hsa:119391 hsa:221357 hsa:27306 hsa:2938 hsa:2939 hsa:2940 hsa:2941 hsa:2944 hsa:2946 hsa:2947 hsa:2948 hsa:2949 hsa:2950 hsa:2952 hsa:2953 hsa:373156 hsa:4257 hsa:4258 hsa:4259 hsa:653689 hsa:9446	hsa:1576	compound irreversible	hsa00980	
hsa:1576	hsa:119391 hsa:221357 hsa:27306 hsa:2938 hsa:2939 hsa:2940 hsa:2941 hsa:2944 hsa:2946 hsa:2947 hsa:2948 hsa:2949 hsa:2950 hsa:2952 hsa:2953 hsa:373156 hsa:4257 hsa:4258 hsa:4259 hsa:653689 hsa:9446	compound irreversible	hsa00980	
hsa:1576	hsa:119391 hsa:221357 hsa:27306 hsa:2938 hsa:2939 hsa:2940 hsa:2941 hsa:2944 hsa:2946 hsa:2947 hsa:2948 hsa:2949 hsa:2950 hsa:2952 hsa:2953 hsa:373156 hsa:4257 hsa:4258 hsa:4259 hsa:653689 hsa:9446	compound irreversible	hsa00980	
hsa:1576	hsa:119391 hsa:221357 hsa:27306 hsa:2938 hsa:2939 hsa:2940 hsa:2941 hsa:2944 hsa:2946 hsa:2947 hsa:2948 hsa:2949 hsa:2950 hsa:2952 hsa:2953 hsa:373156 hsa:4257 hsa:4258 hsa:4259 hsa:653689 hsa:9446	compound irreversible	hsa00980	
hsa:1548	hsa:119391 hsa:221357 hsa:27306 hsa:2938 hsa:2939 hsa:2940 hsa:2941 hsa:2944 hsa:2946 hsa:2947 hsa:2948 hsa:2949 hsa:2950 hsa:2952 hsa:2953 hsa:373156 hsa:4257 hsa:4258 hsa:4259 hsa:653689 hsa:9446	compound irreversible	hsa00980	
hsa:119391 hsa:221357 hsa:27306 hsa:2938 hsa:2939 hsa:2940 hsa:2941 hsa:2944 hsa:2946 hsa:2947 hsa:2948 hsa:2949 hsa:2950 hsa:2952 hsa:2953 hsa:373156 hsa:4257 hsa:4258 hsa:4259 hsa:653689 hsa:9446	hsa:1553	compound irreversible	hsa00980	
hsa:2936	hsa:119391 hsa:221357 hsa:27306 hsa:2938 hsa:2939 hsa:2940 hsa:2941 hsa:2944 hsa:2946 hsa:2947 hsa:2948 hsa:2949 hsa:2950 hsa:2952 hsa:2953 hsa:373156 hsa:4257 hsa:4258 hsa:4259 hsa:653689 hsa:9446	compound irreversible	hsa00480	
hsa:1545	hsa:119391 hsa:221357 hsa:27306 hsa:2938 hsa:2939 hsa:2940 hsa:2941 hsa:2944 hsa:2946 hsa:2947 hsa:2948 hsa:2949 hsa:2950 hsa:2952 hsa:2953 hsa:373156 hsa:4257 hsa:4258 hsa:4259 hsa:653689 hsa:9446	compound irreversible	hsa00980	
hsa:119391 hsa:221357 hsa:27306 hsa:2938 hsa:2939 hsa:2940 hsa:2941 hsa:2944 hsa:2946 hsa:2947 hsa:2948 hsa:2949 hsa:2950 hsa:2952 hsa:2953 hsa:373156 hsa:4257 hsa:4258 hsa:4259 hsa:653689 hsa:9446	hsa:1545	compound irreversible	hsa00980	
hsa:119391 hsa:221357 hsa:27306 hsa:2938 hsa:2939 hsa:2940 hsa:2941 hsa:2944 hsa:2946 hsa:2947 hsa:2948 hsa:2949 hsa:2950 hsa:2952 hsa:2953 hsa:373156 hsa:4257 hsa:4258 hsa:4259 hsa:653689 hsa:9446	hsa:124 hsa:125 hsa:126 hsa:127 hsa:128 hsa:130 hsa:131	compound irreversible	hsa00982	
hsa:1559	hsa:119391 hsa:221357 hsa:27306 hsa:2938 hsa:2939 hsa:2940 hsa:2941 hsa:2944 hsa:2946 hsa:2947 hsa:2948 hsa:2949 hsa:2950 hsa:2952 hsa:2953 hsa:373156 hsa:4257 hsa:4258 hsa:4259 hsa:653689 hsa:9446	compound irreversible	hsa00980	
hsa:119391 hsa:221357 hsa:27306 hsa:2938 hsa:2939 hsa:2940 hsa:2941 hsa:2944 hsa:2946 hsa:2947 hsa:2948 hsa:2949 hsa:2950 hsa:2952 hsa:2953 hsa:373156 hsa:4257 hsa:4258 hsa:4259 hsa:653689 hsa:9446	hsa:1559	compound irreversible	hsa00980	
hsa:100137049 hsa:11145 hsa:123745 hsa:151056 hsa:255189 hsa:26279 hsa:283748 hsa:30814 hsa:391013 hsa:50487 hsa:5319 hsa:5320 hsa:5321 hsa:5322 hsa:64600 hsa:81579 hsa:8398 hsa:8399 hsa:84647 hsa:8605 hsa:8681	hsa:1571	compound irreversible	hsa00591	
hsa:1571	hsa:100137049 hsa:11145 hsa:123745 hsa:151056 hsa:255189 hsa:26279 hsa:283748 hsa:30814 hsa:391013 hsa:50487 hsa:5319 hsa:5320 hsa:5321 hsa:5322 hsa:64600 hsa:81579 hsa:8398 hsa:8399 hsa:84647 hsa:8605 hsa:8681	compound irreversible	hsa00590	
hsa:1571	hsa:100137049 hsa:11145 hsa:123745 hsa:151056 hsa:255189 hsa:26279 hsa:283748 hsa:30814 hsa:391013 hsa:50487 hsa:5319 hsa:5320 hsa:5321 hsa:5322 hsa:64600 hsa:81579 hsa:8398 hsa:8399 hsa:84647 hsa:8605 hsa:8681	compound irreversible	hsa00591	
hsa:1555 hsa:1558 hsa:1559 hsa:1573	hsa:100137049 hsa:11145 hsa:123745 hsa:151056 hsa:255189 hsa:26279 hsa:283748 hsa:30814 hsa:391013 hsa:50487 hsa:5319 hsa:5320 hsa:5321 hsa:5322 hsa:64600 hsa:81579 hsa:8398 hsa:8399 hsa:84647 hsa:8605 hsa:8681	compound irreversible	hsa00590	
hsa:1555 hsa:1558 hsa:1559 hsa:1573	hsa:100137049 hsa:11145 hsa:123745 hsa:151056 hsa:255189 hsa:26279 hsa:283748 hsa:30814 hsa:391013 hsa:50487 hsa:5319 hsa:5320 hsa:5321 hsa:5322 hsa:64600 hsa:81579 hsa:8398 hsa:8399 hsa:84647 hsa:8605 hsa:8681	compound irreversible	hsa00590	
hsa:1544	hsa:100137049 hsa:11145 hsa:123745 hsa:151056 hsa:255189 hsa:26279 hsa:283748 hsa:30814 hsa:391013 hsa:50487 hsa:5319 hsa:5320 hsa:5321 hsa:5322 hsa:64600 hsa:81579 hsa:8398 hsa:8399 hsa:84647 hsa:8605 hsa:8681	compound irreversible	hsa00591	
hsa:1544	hsa:100137049 hsa:11145 hsa:123745 hsa:151056 hsa:255189 hsa:26279 hsa:283748 hsa:30814 hsa:391013 hsa:50487 hsa:5319 hsa:5320 hsa:5321 hsa:5322 hsa:64600 hsa:81579 hsa:8398 hsa:8399 hsa:84647 hsa:8605 hsa:8681	compound irreversible	hsa00591	
hsa:1576	hsa:100137049 hsa:11145 hsa:123745 hsa:151056 hsa:255189 hsa:26279 hsa:283748 hsa:30814 hsa:391013 hsa:50487 hsa:5319 hsa:5320 hsa:5321 hsa:5322 hsa:64600 hsa:81579 hsa:8398 hsa:8399 hsa:84647 hsa:8605 hsa:8681	compound irreversible	hsa00591	
hsa:1576	hsa:100137049 hsa:11145 hsa:123745 hsa:151056 hsa:255189 hsa:26279 hsa:283748 hsa:30814 hsa:391013 hsa:50487 hsa:5319 hsa:5320 hsa:5321 hsa:5322 hsa:64600 hsa:81579 hsa:8398 hsa:8399 hsa:84647 hsa:8605 hsa:8681	compound irreversible	hsa00591	
hsa:100137049 hsa:11145 hsa:123745 hsa:151056 hsa:255189 hsa:26279 hsa:283748 hsa:30814 hsa:391013 hsa:50487 hsa:5319 hsa:5320 hsa:5321 hsa:5322 hsa:64600 hsa:81579 hsa:8398 hsa:8399 hsa:84647 hsa:8605 hsa:8681	hsa:5742 hsa:5743	compound irreversible	hsa00590	
hsa:1557 hsa:1558 hsa:1559	hsa:100137049 hsa:11145 hsa:123745 hsa:151056 hsa:255189 hsa:26279 hsa:283748 hsa:30814 hsa:391013 hsa:50487 hsa:5319 hsa:5320 hsa:5321 hsa:5322 hsa:64600 hsa:81579 hsa:8398 hsa:8399 hsa:84647 hsa:8605 hsa:8681	compound irreversible	hsa00591	
hsa:1557 hsa:1558 hsa:1559	hsa:100137049 hsa:11145 hsa:123745 hsa:151056 hsa:255189 hsa:26279 hsa:283748 hsa:30814 hsa:391013 hsa:50487 hsa:5319 hsa:5320 hsa:5321 hsa:5322 hsa:64600 hsa:81579 hsa:8398 hsa:8399 hsa:84647 hsa:8605 hsa:8681	compound irreversible	hsa00591	
hsa:1555 hsa:1573	hsa:100137049 hsa:11145 hsa:123745 hsa:151056 hsa:255189 hsa:26279 hsa:283748 hsa:30814 hsa:391013 hsa:50487 hsa:5319 hsa:5320 hsa:5321 hsa:5322 hsa:64600 hsa:81579 hsa:8398 hsa:8399 hsa:84647 hsa:8605 hsa:8681	compound irreversible	hsa00590	
hsa:1555 hsa:1559 hsa:1573	hsa:100137049 hsa:11145 hsa:123745 hsa:151056 hsa:255189 hsa:26279 hsa:283748 hsa:30814 hsa:391013 hsa:50487 hsa:5319 hsa:5320 hsa:5321 hsa:5322 hsa:64600 hsa:81579 hsa:8398 hsa:8399 hsa:84647 hsa:8605 hsa:8681	compound irreversible	hsa00590	
hsa:1557	hsa:100137049 hsa:11145 hsa:123745 hsa:151056 hsa:255189 hsa:26279 hsa:283748 hsa:30814 hsa:391013 hsa:50487 hsa:5319 hsa:5320 hsa:5321 hsa:5322 hsa:64600 hsa:81579 hsa:8398 hsa:8399 hsa:84647 hsa:8605 hsa:8681	compound irreversible	hsa00590	
hsa:5241	hsa:1432 hsa:5599 hsa:5600 hsa:5601 hsa:5602 hsa:5603 hsa:6300	activation	hsa04914	
hsa:1432 hsa:5599 hsa:5600 hsa:5601 hsa:5602 hsa:5603 hsa:6300	hsa:7442	activation indirect effect	hsa04750	
hsa:1592 hsa:340665 hsa:56603	hsa:1548 hsa:1555 hsa:1558 hsa:1559 hsa:1562	compound irreversible	hsa00830	
hsa:100861540 hsa:1551 hsa:1576 hsa:1577	hsa:1548 hsa:1555 hsa:1558 hsa:1559 hsa:1562	compound irreversible	hsa00830	
hsa:1548 hsa:1555 hsa:1558 hsa:1559 hsa:1562	hsa:10720 hsa:10941 hsa:54490 hsa:54575 hsa:54576 hsa:54577 hsa:54578 hsa:54579 hsa:54600 hsa:54657 hsa:54658 hsa:54659 hsa:574537 hsa:7363 hsa:7364 hsa:7365 hsa:7366 hsa:7367 hsa:79799	compound irreversible	hsa00830	
hsa:216 hsa:8854	hsa:1548 hsa:1555 hsa:1558 hsa:1559 hsa:1562	compound irreversible	hsa00830	
hsa:1548 hsa:1555 hsa:1558 hsa:1559 hsa:1562	hsa:100861540 hsa:1551 hsa:1577	compound irreversible	hsa00830	
hsa:3292 hsa:3294 hsa:51144 hsa:51478 hsa:7923 hsa:8630	hsa:1588	compound irreversible	hsa00140	
hsa:3292 hsa:3294 hsa:51144 hsa:51478 hsa:7923 hsa:8630	hsa:1588	compound irreversible	hsa00140	
hsa:1576	hsa:3292 hsa:3294 hsa:51144 hsa:51478 hsa:7923 hsa:8630	compound irreversible	hsa00140	
hsa:3292 hsa:3294 hsa:51144 hsa:51478 hsa:7923 hsa:8630	hsa:1576	compound irreversible	hsa00140	
hsa:3292 hsa:3294 hsa:51144 hsa:51478 hsa:7923 hsa:8630	hsa:1543	compound irreversible	hsa00140	
hsa:3292 hsa:3294 hsa:51144 hsa:51478 hsa:7923 hsa:8630	hsa:1543	compound irreversible	hsa00140	
hsa:3292 hsa:3294 hsa:51144 hsa:51478 hsa:7923 hsa:8630	hsa:1543	compound irreversible	hsa00140	
hsa:3292 hsa:3294 hsa:51144 hsa:51478 hsa:7923 hsa:8630	hsa:1577	compound irreversible	hsa00140	
hsa:1577	hsa:3292 hsa:3294 hsa:51144 hsa:51478 hsa:7923 hsa:8630	compound irreversible	hsa00140	
hsa:3292 hsa:3294 hsa:51144 hsa:51478 hsa:7923 hsa:8630	hsa:10720 hsa:10941 hsa:54490 hsa:54575 hsa:54576 hsa:54577 hsa:54578 hsa:54579 hsa:54600 hsa:54657 hsa:54658 hsa:54659 hsa:574537 hsa:7363 hsa:7364 hsa:7365 hsa:7366 hsa:7367 hsa:79799	compound irreversible	hsa00140	
hsa:3292 hsa:3294 hsa:51144 hsa:51478 hsa:7923 hsa:8630	hsa:10720 hsa:10941 hsa:54490 hsa:54575 hsa:54576 hsa:54577 hsa:54578 hsa:54579 hsa:54600 hsa:54657 hsa:54658 hsa:54659 hsa:574537 hsa:7363 hsa:7364 hsa:7365 hsa:7366 hsa:7367 hsa:79799	compound irreversible	hsa00140	
hsa:3292 hsa:3294 hsa:51144 hsa:51478 hsa:7923 hsa:8630	hsa:10720 hsa:10941 hsa:54490 hsa:54575 hsa:54576 hsa:54577 hsa:54578 hsa:54579 hsa:54600 hsa:54657 hsa:54658 hsa:54659 hsa:574537 hsa:7363 hsa:7364 hsa:7365 hsa:7366 hsa:7367 hsa:79799	compound irreversible	hsa00140	
hsa:3454 hsa:3455	hsa:3716	activation	hsa04621	
hsa:815 hsa:816 hsa:817 hsa:818	hsa:10368 hsa:10369 hsa:27091 hsa:27092 hsa:55799 hsa:59283 hsa:59284 hsa:59285 hsa:775 hsa:776 hsa:778 hsa:779 hsa:781 hsa:782 hsa:783 hsa:784 hsa:785 hsa:786 hsa:9254 hsa:93589	activation phosphorylation	hsa04261	
